"REF_DATE","GEO","DGUID","Statistical measures","Long-run variables","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","35484.3","A","","","1"
"2007","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","37482.1","A","","","1"
"2008","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","38157.0","A","","","1"
"2009","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","38307.2","A","","","1"
"2010","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","39299.3","A","","","1"
"2011","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","40429.5","A","","","1"
"2012","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","41169.1","A","","","1"
"2013","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","42147.9","A","","","1"
"2014","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","43134.0","A","","","1"
"2015","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","45053.7","A","","","1"
"2016","Ontario","2016A000235","Linked data","Household income per capita","Dollars","81","units","0","v1000000036","7.1.1","46047.5","A","","","1"
"2000","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","5.8","A","","","1"
"2001","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.4","A","","","1"
"2002","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","7.1","A","","","1"
"2003","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.9","A","","","1"
"2004","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.7","A","","","1"
"2005","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.6","A","","","1"
"2006","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.3","A","","","1"
"2007","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.4","A","","","1"
"2008","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.5","A","","","1"
"2009","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","9.1","A","","","1"
"2010","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","8.7","A","","","1"
"2011","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","7.9","A","","","1"
"2012","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","7.9","A","","","1"
"2013","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","7.6","A","","","1"
"2014","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","7.3","A","","","1"
"2015","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.8","A","","","1"
"2016","Ontario","2016A000235","Linked data","Unemployment rate","Percent","239","units","0","v1014029075","7.1.7","6.6","A","","","1"
"2000","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","24463.2","A","","","1"
"2001","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","25190.8","A","","","1"
"2002","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","25824.0","A","","","1"
"2003","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","26293.3","A","","","1"
"2004","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","27358.0","A","","","1"
"2005","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","28288.3","A","","","1"
"2006","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","29768.7","A","","","1"
"2007","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","31999.4","A","","","1"
"2008","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","33596.5","A","","","1"
"2009","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","33985.1","A","","","1"
"2010","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","34789.9","A","","","1"
"2011","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","36128.7","A","","","1"
"2012","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","37641.6","A","","","1"
"2013","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","38822.3","A","","","1"
"2014","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","39557.8","A","","","1"
"2015","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","41466.8","A","","","1"
"2016","Manitoba","2016A000246","Linked data","Household income per capita","Dollars","81","units","0","v1000000042","8.1.1","41890.1","A","","","1"
"2000","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.9","A","","","1"
"2001","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.1","A","","","1"
"2002","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.1","A","","","1"
"2003","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.9","A","","","1"
"2004","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.3","A","","","1"
"2005","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.7","A","","","1"
"2006","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.3","A","","","1"
"2007","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.5","A","","","1"
"2008","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","4.1","A","","","1"
"2009","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.3","A","","","1"
"2010","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.4","A","","","1"
"2011","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.5","A","","","1"
"2012","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.4","A","","","1"
"2013","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.4","A","","","1"
"2014","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.4","A","","","1"
"2015","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","5.6","A","","","1"
"2016","Manitoba","2016A000246","Linked data","Unemployment rate","Percent","239","units","0","v1014029105","8.1.7","6.1","A","","","1"
"2000","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","23333.5","A","","","1"
"2001","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","24249.2","A","","","1"
"2002","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","24959.5","A","","","1"
"2003","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","26066.0","A","","","1"
"2004","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","27634.3","A","","","1"
"2005","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","28656.6","A","","","1"
"2006","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","30579.4","A","","","1"
"2007","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","34416.5","A","","","1"
"2008","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","38290.8","A","","","1"
"2009","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","37925.9","A","","","1"
"2010","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","38876.8","A","","","1"
"2011","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","41627.1","A","","","1"
"2012","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","43554.5","A","","","1"
"2013","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","45818.1","A","","","1"
"2014","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","45901.5","A","","","1"
"2015","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","48070.5","A","","","1"
"2016","Saskatchewan","2016A000247","Linked data","Household income per capita","Dollars","81","units","0","v1000000048","9.1.1","47258.9","A","","","1"
"2000","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.1","A","","","1"
"2001","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.8","A","","","1"
"2002","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.6","A","","","1"
"2003","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.6","A","","","1"
"2004","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.3","A","","","1"
"2005","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.1","A","","","1"
"2006","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.7","A","","","1"
"2007","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.2","A","","","1"
"2008","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.0","A","","","1"
"2009","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.9","A","","","1"
"2010","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.3","A","","","1"
"2011","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.9","A","","","1"
"2012","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.7","A","","","1"
"2013","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","4.1","A","","","1"
"2014","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","3.8","A","","","1"
"2015","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","5.0","A","","","1"
"2016","Saskatchewan","2016A000247","Linked data","Unemployment rate","Percent","239","units","0","v1014029135","9.1.7","6.4","A","","","1"
"2000","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","30255.3","A","","","1"
"2001","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","33055.7","A","","","1"
"2002","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","33222.0","A","","","1"
"2003","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","33979.0","A","","","1"
"2004","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","36572.2","A","","","1"
"2005","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","39733.1","A","","","1"
"2006","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","43547.3","A","","","1"
"2007","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","45517.2","A","","","1"
"2008","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","47903.4","A","","","1"
"2009","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","45644.4","A","","","1"
"2010","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","46911.3","A","","","1"
"2011","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","49677.7","A","","","1"
"2012","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","52669.6","A","","","1"
"2013","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","54653.3","A","","","1"
"2014","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","56510.3","A","","","1"
"2015","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","57909.1","A","","","1"
"2016","Alberta","2016A000248","Linked data","Household income per capita","Dollars","81","units","0","v1000000054","10.1.1","54260.8","A","","","1"
"2000","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","5.0","A","","","1"
"2001","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","4.7","A","","","1"
"2002","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","5.3","A","","","1"
"2003","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","5.1","A","","","1"
"2004","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","4.6","A","","","1"
"2005","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","3.9","A","","","1"
"2006","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","3.4","A","","","1"
"2007","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","3.6","A","","","1"
"2008","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","3.6","A","","","1"
"2009","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","6.5","A","","","1"
"2010","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","6.5","A","","","1"
"2011","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","5.4","A","","","1"
"2012","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","4.6","A","","","1"
"2013","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","4.6","A","","","1"
"2014","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","4.7","A","","","1"
"2015","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","6.0","A","","","1"
"2016","Alberta","2016A000248","Linked data","Unemployment rate","Percent","239","units","0","v1014029165","10.1.7","8.1","A","","","1"
"2000","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","27020.7","A","","","1"
"2001","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","27876.7","A","","","1"
"2002","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","28733.0","A","","","1"
"2003","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","29405.6","A","","","1"
"2004","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","30830.2","A","","","1"
"2005","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","32344.8","A","","","1"
"2006","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","34915.6","A","","","1"
"2007","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","36873.3","A","","","1"
"2008","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","37675.0","A","","","1"
"2009","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","37123.8","A","","","1"
"2010","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","37949.1","A","","","1"
"2011","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","39482.4","A","","","1"
"2012","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","40619.9","A","","","1"
"2013","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","42152.4","A","","","1"
"2014","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","43292.7","A","","","1"
"2015","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","45411.2","A","","","1"
"2016","British Columbia","2016A000259","Linked data","Household income per capita","Dollars","81","units","0","v1000000060","11.1.1","46905.0","A","","","1"
"2000","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.2","A","","","1"
"2001","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.8","A","","","1"
"2002","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","8.6","A","","","1"
"2003","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","8.0","A","","","1"
"2004","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.1","A","","","1"
"2005","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","5.8","A","","","1"
"2006","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","4.7","A","","","1"
"2007","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","4.3","A","","","1"
"2008","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","4.6","A","","","1"
"2009","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.7","A","","","1"
"2010","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.5","A","","","1"
"2011","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","7.5","A","","","1"
"2012","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","6.9","A","","","1"
"2013","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","6.6","A","","","1"
"2014","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","6.1","A","","","1"
"2015","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","6.1","A","","","1"
"2016","British Columbia","2016A000259","Linked data","Unemployment rate","Percent","239","units","0","v1014029195","11.1.7","6.0","A","","","1"
"2000","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","30889.6","A","","","1"
"2001","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","33922.5","A","","","1"
"2002","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","35138.6","A","","","1"
"2003","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","35875.9","A","","","1"
"2004","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","37610.5","A","","","1"
"2005","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","39499.7","A","","","1"
"2006","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","41647.3","A","","","1"
"2007","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","46472.3","A","","","1"
"2008","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","48507.0","A","","","1"
"2009","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","48084.9","A","","","1"
"2010","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","50901.8","A","","","1"
"2011","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","53415.1","A","","","1"
"2012","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","54856.1","A","","","1"
"2013","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","55430.1","A","","","1"
"2014","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","56414.2","A","","","1"
"2015","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","58355.0","A","","","1"
"2016","Yukon","2016A000260","Linked data","Household income per capita","Dollars","81","units","0","v1000000070","13.1.1","59365.6","A","","","1"
"2000","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","11.2","A","","","1"
"2001","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","11.9","A","","","1"
"2002","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","9.5","A","","","1"
"2003","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","10.1","A","","","1"
"2004","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","6.3","A","","","1"
"2005","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.0","A","","","1"
"2006","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","4.4","A","","","1"
"2007","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.0","A","","","1"
"2008","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","4.8","A","","","1"
"2009","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","7.0","A","","","1"
"2010","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","7.4","A","","","1"
"2011","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.4","A","","","1"
"2012","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","7.2","A","","","1"
"2013","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.9","A","","","1"
"2014","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","4.3","A","","","1"
"2015","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.8","A","","","1"
"2016","Yukon","2016A000260","Linked data","Unemployment rate","Percent","239","units","0","v1014029257","13.1.7","5.6","A","","","1"
"2000","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","34535.6","A","","","1"
"2001","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","37850.4","A","","","1"
"2002","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","39694.0","A","","","1"
"2003","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","40333.4","A","","","1"
"2004","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","41334.7","A","","","1"
"2005","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","43340.0","A","","","1"
"2006","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","46111.4","A","","","1"
"2007","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","52934.9","A","","","1"
"2008","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","54233.0","A","","","1"
"2009","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","52886.5","A","","","1"
"2010","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","54646.7","A","","","1"
"2011","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","56596.4","A","","","1"
"2012","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","57439.1","A","","","1"
"2013","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","60128.4","A","","","1"
"2014","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","61891.6","A","","","1"
"2015","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","64594.9","A","","","1"
"2016","Northwest territories","2016A000261","Linked data","Household income per capita","Dollars","81","units","0","v1000000080","15.1.1","65064.9","A","","","1"
"2000","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","","..","","","1"
"2001","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","8.8","A","","","1"
"2002","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","6.3","A","","","1"
"2003","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","7.0","A","","","1"
"2004","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","6.4","A","","","1"
"2005","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","5.4","A","","","1"
"2006","Northwest territories","2016A000261","Linked data","Unemployment rate","Percent","239","units","0","v1014029319","15.1.7","5.0","A","","","1"
