"REF_DATE","GEO","DGUID","Traveller category","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28439","","","","0"
"2009-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27136","","","","0"
"2010-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28272","","","","0"
"2010-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26513","","","","0"
"2010-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28865","","","","0"
"2010-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28529","","","","0"
"2010-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29296","","","","0"
"2010-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29655","","","","0"
"2010-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29829","","","","0"
"2010-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28770","","","","0"
"2010-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29727","","","","0"
"2010-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29566","","","","0"
"2010-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27936","","","","0"
"2010-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27496","","","","0"
"2011-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26936","","","","0"
"2011-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28160","","","","0"
"2011-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26933","","","","0"
"2011-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28127","","","","0"
"2011-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26981","","","","0"
"2011-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28731","","","","0"
"2011-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29562","","","","0"
"2011-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29848","","","","0"
"2011-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29392","","","","0"
"2011-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29445","","","","0"
"2011-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29845","","","","0"
"2011-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31630","","","","0"
"2012-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32283","","","","0"
"2012-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30012","","","","0"
"2012-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28293","","","","0"
"2012-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28696","","","","0"
"2012-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28539","","","","0"
"2012-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28602","","","","0"
"2012-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29099","","","","0"
"2012-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28870","","","","0"
"2012-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29709","","","","0"
"2012-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30733","","","","0"
"2012-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30698","","","","0"
"2012-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29355","","","","0"
"2013-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30307","","","","0"
"2013-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30336","","","","0"
"2013-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29564","","","","0"
"2013-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29014","","","","0"
"2013-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29862","","","","0"
"2013-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28506","","","","0"
"2013-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28058","","","","0"
"2013-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29024","","","","0"
"2013-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28820","","","","0"
"2013-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27991","","","","0"
"2013-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29197","","","","0"
"2013-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29346","","","","0"
"2014-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26980","","","","0"
"2014-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27577","","","","0"
"2014-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27789","","","","0"
"2014-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27191","","","","0"
"2014-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27115","","","","0"
"2014-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27608","","","","0"
"2014-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27415","","","","0"
"2014-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27146","","","","0"
"2014-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","26660","","","","0"
"2014-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27282","","","","0"
"2014-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27261","","","","0"
"2014-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28325","","","","0"
"2015-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28366","","","","0"
"2015-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27797","","","","0"
"2015-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28965","","","","0"
"2015-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29305","","","","0"
"2015-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","28953","","","","0"
"2015-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","44253","","","","0"
"2015-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29590","","","","0"
"2015-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29979","","","","0"
"2015-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30436","","","","0"
"2015-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29957","","","","0"
"2015-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29235","","","","0"
"2015-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29660","","","","0"
"2016-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31451","","","","0"
"2016-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30475","","","","0"
"2016-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30762","","","","0"
"2016-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30302","","","","0"
"2016-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30461","","","","0"
"2016-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29788","","","","0"
"2016-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29297","","","","0"
"2016-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27916","","","","0"
"2016-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29941","","","","0"
"2016-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30331","","","","0"
"2016-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30469","","","","0"
"2016-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","25347","","","","0"
"2017-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29589","","","","0"
"2017-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30965","","","","0"
"2017-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30543","","","","0"
"2017-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","27753","","","","0"
"2017-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29410","","","","0"
"2017-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30571","","","","0"
"2017-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30932","","","","0"
"2017-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31155","","","","0"
"2017-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30372","","","","0"
"2017-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31152","","","","0"
"2017-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30640","","","","0"
"2017-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","29339","","","","0"
"2018-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30045","","","","0"
"2018-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31315","","","","0"
"2018-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","30348","","","","0"
"2018-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31758","","","","0"
"2018-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31503","","","","0"
"2018-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31904","","","","0"
"2018-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31390","","","","0"
"2018-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31082","","","","0"
"2018-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32159","","","","0"
"2018-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31197","","","","0"
"2018-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31926","","","","0"
"2018-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","33671","","","","0"
"2019-01","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","33255","","","","0"
"2019-02","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31544","","","","0"
"2019-03","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32777","","","","0"
"2019-04","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32132","","","","0"
"2019-05","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","33148","","","","0"
"2019-06","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31718","","","","0"
"2019-07","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32089","","","","0"
"2019-08","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32832","","","","0"
"2019-09","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","31680","","","","0"
"2019-10","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32265","","","","0"
"2019-11","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","32878","","","","0"
"2019-12","Manitoba","2016A000246","Total non resident travellers","Persons","249","units","0","v32214449","7.1","33272","","","","0"
"2000-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16440","","","","0"
"2000-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17181","","","","0"
"2000-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17338","","","","0"
"2000-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16262","","","","0"
"2000-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17912","","","","0"
"2000-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16823","","","","0"
"2000-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","18028","","","","0"
"2000-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17475","","","","0"
"2000-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","18111","","","","0"
"2000-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17667","","","","0"
"2000-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14554","","","","0"
"2000-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15427","","","","0"
"2001-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16816","","","","0"
"2001-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15899","","","","0"
"2001-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17115","","","","0"
"2001-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17146","","","","0"
"2001-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15286","","","","0"
"2001-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","17054","","","","0"
"2001-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16133","","","","0"
"2001-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16707","","","","0"
"2001-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14723","","","","0"
"2001-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13837","","","","0"
"2001-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14939","","","","0"
"2001-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15814","","","","0"
"2002-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15797","","","","0"
"2002-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16754","","","","0"
"2002-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15583","","","","0"
"2002-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16254","","","","0"
"2002-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15965","","","","0"
"2002-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16086","","","","0"
"2002-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15823","","","","0"
"2002-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16204","","","","0"
"2002-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15777","","","","0"
"2002-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15191","","","","0"
"2002-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16488","","","","0"
"2002-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16482","","","","0"
"2003-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","16794","","","","0"
"2003-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15546","","","","0"
"2003-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14729","","","","0"
"2003-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14662","","","","0"
"2003-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15823","","","","0"
"2003-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14717","","","","0"
"2003-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14175","","","","0"
"2003-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15207","","","","0"
"2003-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14731","","","","0"
"2003-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14559","","","","0"
"2003-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13834","","","","0"
"2003-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14187","","","","0"
"2004-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12742","","","","0"
"2004-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13431","","","","0"
"2004-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13919","","","","0"
"2004-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13640","","","","0"
"2004-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13376","","","","0"
"2004-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13246","","","","0"
"2004-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14149","","","","0"
"2004-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12370","","","","0"
"2004-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13586","","","","0"
"2004-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","15669","","","","0"
"2004-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","14856","","","","0"
"2004-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13387","","","","0"
"2005-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12348","","","","0"
"2005-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13030","","","","0"
"2005-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12683","","","","0"
"2005-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12917","","","","0"
"2005-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12908","","","","0"
"2005-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13152","","","","0"
"2005-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13609","","","","0"
"2005-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11673","","","","0"
"2005-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12602","","","","0"
"2005-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","13069","","","","0"
"2005-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11985","","","","0"
"2005-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11916","","","","0"
"2006-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12807","","","","0"
"2006-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","12464","","","","0"
"2006-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11462","","","","0"
"2006-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11689","","","","0"
"2006-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11083","","","","0"
"2006-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11370","","","","0"
"2006-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10955","","","","0"
"2006-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11200","","","","0"
"2006-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11222","","","","0"
"2006-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11225","","","","0"
"2006-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11106","","","","0"
"2006-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11640","","","","0"
"2007-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11927","","","","0"
"2007-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10775","","","","0"
"2007-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11755","","","","0"
"2007-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11250","","","","0"
"2007-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11244","","","","0"
"2007-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11587","","","","0"
"2007-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10780","","","","0"
"2007-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11795","","","","0"
"2007-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11183","","","","0"
"2007-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10625","","","","0"
"2007-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11719","","","","0"
"2007-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10789","","","","0"
"2008-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10749","","","","0"
"2008-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10882","","","","0"
"2008-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11195","","","","0"
"2008-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10361","","","","0"
"2008-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10992","","","","0"
"2008-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10456","","","","0"
"2008-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10280","","","","0"
"2008-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10750","","","","0"
"2008-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10842","","","","0"
"2008-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11143","","","","0"
"2008-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11568","","","","0"
"2008-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10648","","","","0"
"2009-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","9594","","","","0"
"2009-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10479","","","","0"
"2009-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10102","","","","0"
"2009-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10839","","","","0"
"2009-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10790","","","","0"
"2009-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10177","","","","0"
"2009-07","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10996","","","","0"
"2009-08","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10528","","","","0"
"2009-09","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11102","","","","0"
"2009-10","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10517","","","","0"
"2009-11","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10449","","","","0"
"2009-12","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10814","","","","0"
"2010-01","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10733","","","","0"
"2010-02","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11241","","","","0"
"2010-03","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10819","","","","0"
"2010-04","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10971","","","","0"
"2010-05","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","10895","","","","0"
"2010-06","Saskatchewan","2016A000247","Total non resident travellers","Persons","249","units","0","v32214458","8.1","11324","","","","0"
