"REF_DATE","GEO","DGUID","Traveller category","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3944186","","","","0"
"2000-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4026054","","","","0"
"2000-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4118896","","","","0"
"2000-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4155376","","","","0"
"2000-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4199188","","","","0"
"2000-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4074782","","","","0"
"2000-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4052098","","","","0"
"2000-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4049814","","","","0"
"2000-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4125782","","","","0"
"2000-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4080712","","","","0"
"2000-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4025866","","","","0"
"2000-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3784742","","","","0"
"2001-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4227876","","","","0"
"2001-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4216532","","","","0"
"2001-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4287880","","","","0"
"2001-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4281448","","","","0"
"2001-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4292108","","","","0"
"2001-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4265732","","","","0"
"2001-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4212332","","","","0"
"2001-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","4211380","","","","0"
"2001-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3208662","","","","0"
"2001-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3016420","","","","0"
"2001-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3380496","","","","0"
"2001-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3545756","","","","0"
"2002-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3673818","","","","0"
"2002-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3771572","","","","0"
"2002-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3785034","","","","0"
"2002-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3875254","","","","0"
"2002-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3829298","","","","0"
"2002-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3729012","","","","0"
"2002-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3745142","","","","0"
"2002-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3751724","","","","0"
"2002-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3666602","","","","0"
"2002-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3670224","","","","0"
"2002-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3666878","","","","0"
"2002-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3731692","","","","0"
"2003-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3676870","","","","0"
"2003-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3496260","","","","0"
"2003-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3314900","","","","0"
"2003-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2994862","","","","0"
"2003-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3014322","","","","0"
"2003-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3099564","","","","0"
"2003-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3132438","","","","0"
"2003-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3130718","","","","0"
"2003-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3217264","","","","0"
"2003-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3272404","","","","0"
"2003-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3269846","","","","0"
"2003-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3283170","","","","0"
"2004-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3092446","","","","0"
"2004-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3300244","","","","0"
"2004-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3294974","","","","0"
"2004-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3221154","","","","0"
"2004-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3270318","","","","0"
"2004-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3256296","","","","0"
"2004-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3279358","","","","0"
"2004-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3298452","","","","0"
"2004-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3278442","","","","0"
"2004-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3273588","","","","0"
"2004-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3192776","","","","0"
"2004-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3086608","","","","0"
"2005-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3053610","","","","0"
"2005-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3214452","","","","0"
"2005-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3093290","","","","0"
"2005-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3084840","","","","0"
"2005-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3052942","","","","0"
"2005-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3051614","","","","0"
"2005-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","3055902","","","","0"
"2005-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2971330","","","","0"
"2005-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2930058","","","","0"
"2005-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2907480","","","","0"
"2005-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2862180","","","","0"
"2005-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2882394","","","","0"
"2006-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2969562","","","","0"
"2006-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2897584","","","","0"
"2006-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2911590","","","","0"
"2006-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2874824","","","","0"
"2006-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2804648","","","","0"
"2006-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2765622","","","","0"
"2006-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2760814","","","","0"
"2006-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2705836","","","","0"
"2006-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2666090","","","","0"
"2006-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2627218","","","","0"
"2006-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2670444","","","","0"
"2006-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2735966","","","","0"
"2007-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2607820","","","","0"
"2007-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2497486","","","","0"
"2007-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2575154","","","","0"
"2007-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2514514","","","","0"
"2007-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2572328","","","","0"
"2007-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2621342","","","","0"
"2007-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2544064","","","","0"
"2007-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2566350","","","","0"
"2007-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2562876","","","","0"
"2007-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2500196","","","","0"
"2007-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2436072","","","","0"
"2007-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2375254","","","","0"
"2008-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2343864","","","","0"
"2008-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2261620","","","","0"
"2008-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2245746","","","","0"
"2008-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2275954","","","","0"
"2008-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2348544","","","","0"
"2008-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2317086","","","","0"
"2008-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2308268","","","","0"
"2008-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2282150","","","","0"
"2008-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2268278","","","","0"
"2008-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2266358","","","","0"
"2008-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2249446","","","","0"
"2008-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2202786","","","","0"
"2009-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2154932","","","","0"
"2009-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2219368","","","","0"
"2009-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2153842","","","","0"
"2009-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2191620","","","","0"
"2009-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2184984","","","","0"
"2009-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","1903078","","","","0"
"2009-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","1978874","","","","0"
"2009-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2015359","","","","0"
"2009-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2004886","","","","0"
"2009-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","1951418","","","","0"
"2009-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","1950209","","","","0"
"2009-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","1987136","","","","0"
"2010-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2083259","","","","0"
"2010-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2275568","","","","0"
"2010-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2152192","","","","0"
"2010-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2120116","","","","0"
"2010-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2086237","","","","0"
"2010-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2092018","","","","0"
"2010-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2162970","","","","0"
"2010-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2147020","","","","0"
"2010-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2140572","","","","0"
"2010-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2155250","","","","0"
"2010-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2130230","","","","0"
"2010-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2075748","","","","0"
"2011-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2076235","","","","0"
"2011-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2030899","","","","0"
"2011-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2043183","","","","0"
"2011-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2055488","","","","0"
"2011-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2073390","","","","0"
"2011-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2101760","","","","0"
"2011-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2127894","","","","0"
"2011-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2081807","","","","0"
"2011-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2113372","","","","0"
"2011-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2107288","","","","0"
"2011-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2122084","","","","0"
"2011-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2132732","","","","0"
"2012-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2123758","","","","0"
"2012-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2175040","","","","0"
"2012-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2143068","","","","0"
"2012-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2155828","","","","0"
"2012-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2097508","","","","0"
"2012-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2121324","","","","0"
"2012-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2073606","","","","0"
"2012-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2096365","","","","0"
"2012-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2073520","","","","0"
"2012-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2061642","","","","0"
"2012-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2087701","","","","0"
"2012-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2108576","","","","0"
"2013-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2121782","","","","0"
"2013-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2092069","","","","0"
"2013-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2136870","","","","0"
"2013-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2061454","","","","0"
"2013-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2090038","","","","0"
"2013-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2085488","","","","0"
"2013-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2083898","","","","0"
"2013-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2121282","","","","0"
"2013-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2090660","","","","0"
"2013-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2092367","","","","0"
"2013-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2108194","","","","0"
"2013-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2082904","","","","0"
"2014-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2062589","","","","0"
"2014-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2072421","","","","0"
"2014-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2078899","","","","0"
"2014-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2109882","","","","0"
"2014-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2145044","","","","0"
"2014-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2151732","","","","0"
"2014-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2112896","","","","0"
"2014-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2139700","","","","0"
"2014-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2169626","","","","0"
"2014-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2198978","","","","0"
"2014-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2105532","","","","0"
"2014-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2210704","","","","0"
"2015-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2189100","","","","0"
"2015-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2177918","","","","0"
"2015-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2216522","","","","0"
"2015-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2244338","","","","0"
"2015-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2318642","","","","0"
"2015-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2370064","","","","0"
"2015-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2330608","","","","0"
"2015-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2334326","","","","0"
"2015-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2337094","","","","0"
"2015-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2300160","","","","0"
"2015-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2344524","","","","0"
"2015-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2391636","","","","0"
"2016-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2417746","","","","0"
"2016-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2508346","","","","0"
"2016-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2493246","","","","0"
"2016-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2508896","","","","0"
"2016-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2522806","","","","0"
"2016-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2486662","","","","0"
"2016-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2556940","","","","0"
"2016-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2498158","","","","0"
"2016-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2563966","","","","0"
"2016-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2541604","","","","0"
"2016-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2529112","","","","0"
"2016-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2514798","","","","0"
"2017-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2582388","","","","0"
"2017-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2557704","","","","0"
"2017-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2553322","","","","0"
"2017-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2622958","","","","0"
"2017-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2545734","","","","0"
"2017-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2602856","","","","0"
"2017-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2590540","","","","0"
"2017-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2585558","","","","0"
"2017-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2597902","","","","0"
"2017-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2634886","","","","0"
"2017-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2663294","","","","0"
"2017-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2543790","","","","0"
"2018-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2593416","","","","0"
"2018-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2623854","","","","0"
"2018-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2627140","","","","0"
"2018-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2523122","","","","0"
"2018-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2546304","","","","0"
"2018-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2612938","","","","0"
"2018-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2573814","","","","0"
"2018-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2616660","","","","0"
"2018-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2582316","","","","0"
"2018-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2629758","","","","0"
"2018-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2663918","","","","0"
"2018-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2681034","","","","0"
"2019-01","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2610610","","","","0"
"2019-02","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2589954","","","","0"
"2019-03","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2686528","","","","0"
"2019-04","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2704352","","","","0"
"2019-05","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2731494","","","","0"
"2019-06","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2701142","","","","0"
"2019-07","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2719546","","","","0"
"2019-08","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2719382","","","","0"
"2019-09","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2739344","","","","0"
"2019-10","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2726122","","","","0"
"2019-11","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2708976","","","","0"
"2019-12","Canada","2016A000011124","Total non resident travellers","Persons","249","units","0","v129449","1.1","2792310","","","","0"
"2000-01","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4585","","","","0"
"2000-02","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","5574","","","","0"
"2000-03","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4069","","","","0"
"2000-04","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4577","","","","0"
"2000-05","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4572","","","","0"
"2000-06","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4561","","","","0"
"2000-07","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","5909","","","","0"
"2000-08","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","5072","","","","0"
"2000-09","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4499","","","","0"
"2000-10","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4833","","","","0"
"2000-11","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4195","","","","0"
"2000-12","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4342","","","","0"
"2001-01","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4772","","","","0"
"2001-02","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","4667","","","","0"
"2001-03","Newfoundland and Labrador","2016A000210","Total non resident travellers","Persons","249","units","0","v32214411","2.1","6267","","","","0"
